,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak
3971,"Wednesday, Jul 7",SFG,Home,STL,W,5.0,2.0,9.0,54-32,1.0,up 1.5,Wood,Oviedo,McGee,3:07,N,19067.0,1.15,1.0
3972,"Friday, Jul 9",SFG,Home,WSN,W,5.0,3.0,9.0,55-32,1.0,up 2.0,Garcia,Clay,McGee,2:57,N,27345.0,1.10,2.0
3973,"Saturday, Jul 10",SFG,Home,WSN,W,10.0,4.0,9.0,56-32,1.0,up 2.0,DeSclafani,Lester,None,3:27,D,25901.0,1.08,3.0
3974,"Sunday, Jul 11",SFG,Home,WSN,W,3.0,1.0,9.0,57-32,1.0,up 2.0,Gausman,Fedde,McGee,2:53,D,26639.0,1.01,4.0
3975,"Friday, Jul 16",SFG,@,STL,W,7.0,2.0,9.0,58-32,1.0,up 2.0,Jackson,Wainwright,None,3:22,N,33743.0,1.02,5.0
3976,"Saturday, Jul 17",SFG,@,STL,L,1.0,3.0,9.0,58-33,1.0,up 1.0,Kim,DeSclafani,Reyes,2:36,N,40489.0,.92,-1.0
3977,"Sunday, Jul 18",SFG,@,STL,L,1.0,2.0,9.0,58-34,1.0,up 1.0,Cabrera,Brebbia,Reyes,3:02,D,29425.0,1.01,-2.0
3978,"Monday, Jul 19",SFG,@,LAD,W,7.0,2.0,9.0,59-34,1.0,up 2.0,Garcia,Gonsolin,None,3:45,N,50970.0,1.64,1.0
3979,"Tuesday, Jul 20",SFG,@,LAD,L-wo,6.0,8.0,9.0,59-35,1.0,up 1.0,Sherfy,Rogers,None,3:22,N,42344.0,1.54,-1.0
3980,"Wednesday, Jul 21",SFG,@,LAD,W,4.0,2.0,9.0,60-35,1.0,up 2.0,Alvarez,Jansen,Rogers,2:58,N,52076.0,1.66,1.0
3981,"Thursday, Jul 22",SFG,@,LAD,W,5.0,3.0,9.0,61-35,1.0,up 3.0,Alvarez,Jansen,McGee,3:07,N,47312.0,1.54,2.0
3982,"Friday, Jul 23",SFG,Home,PIT,L,4.0,6.0,9.0,61-36,1.0,up 3.0,Stratton,Leone,Rodriguez,3:28,N,26579.0,.92,-1.0
3983,"Saturday, Jul 24",SFG,Home,PIT,L,2.0,10.0,9.0,61-37,1.0,up 2.0,Crowe,Gausman,None,3:27,N,30780.0,1.00,-2.0
3984,"Sunday, Jul 25",SFG,Home,PIT,W,6.0,1.0,9.0,62-37,1.0,up 2.0,Wood,Brubaker,None,2:54,D,30303.0,.99,1.0
3985,"Tuesday, Jul 27",SFG,Home,LAD,W,2.0,1.0,9.0,63-37,1.0,up 3.0,Rogers,Treinen,McGee,2:49,N,32878.0,1.68,2.0
3986,"Wednesday, Jul 28",SFG,Home,LAD,L,0.0,8.0,9.0,63-38,1.0,up 2.0,Buehler,DeSclafani,None,3:10,N,33728.0,1.56,-1.0
3987,"Thursday, Jul 29",SFG,Home,LAD,W,5.0,0.0,9.0,64-38,1.0,up 3.0,Cueto,Price,None,2:45,D,35136.0,1.68,1.0
3988,"Friday, Jul 30",SFG,Home,HOU,L,6.0,9.0,9.0,64-39,1.0,up 3.0,Valdez,Gausman,None,3:58,N,28020.0,1.04,-1.0
3989,"Saturday, Jul 31",SFG,Home,HOU,W,8.0,6.0,9.0,65-39,1.0,up 3.0,Jackson,Taylor,McGee,3:11,D,27324.0,1.06,1.0
3990,"Sunday, Aug 1",SFG,Home,HOU,W,5.0,3.0,9.0,66-39,1.0,up 3.0,Webb,Garcia,McGee,3:01,D,29655.0,.95,2.0
3991,"Monday, Aug 2",SFG,@,ARI,W,11.0,8.0,10.0,67-39,1.0,up 3.5,Garcia,Aguilar,None,4:04,N,8904.0,.96,3.0
3992,"Tuesday, Aug 3",SFG,@,ARI,L,1.0,3.0,9.0,67-40,1.0,up 3.5,Bumgarner,Cueto,Clippard,3:10,N,8809.0,.94,-1.0
3993,"Wednesday, Aug 4",SFG,@,ARI,W,7.0,1.0,9.0,68-40,1.0,up 3.5,Gausman,Gallen,None,3:31,N,8091.0,.94,1.0
3994,"Thursday, Aug 5",SFG,@,ARI,W,5.0,4.0,10.0,69-40,1.0,up 4.0,Rogers,Gilbert,McGee,3:40,D,8773.0,.87,2.0
3995,"Friday, Aug 6",SFG,@,MIL,L-wo,1.0,2.0,10.0,69-41,1.0,up 4.0,Suter,Garcia,None,3:08,N,33250.0,.87,-1.0
3996,"Saturday, Aug 7",SFG,@,MIL,W,9.0,6.0,11.0,70-41,1.0,up 4.0,Garcia,Romano,None,4:26,N,34155.0,.88,1.0
3997,"Sunday, Aug 8",SFG,@,MIL,W,5.0,4.0,9.0,71-41,1.0,up 4.0,Watson,Boxberger,Littell,2:49,D,38597.0,.89,2.0
3998,"Tuesday, Aug 10",SFG,Home,ARI,W-wo,8.0,7.0,9.0,72-41,1.0,up 4.0,Littell,Peacock,None,3:10,N,23802.0,.82,3.0
3999,"Wednesday, Aug 11",SFG,Home,ARI,W,7.0,2.0,9.0,73-41,1.0,up 4.0,Gausman,Kelly,None,3:14,N,20037.0,.84,4.0
4000,"Thursday, Aug 12",SFG,Home,COL,W,7.0,0.0,9.0,74-41,1.0,up 5.0,Webb,Marquez,None,2:44,N,24295.0,.82,5.0
4001,"Friday, Aug 13",SFG,Home,COL,W,5.0,4.0,9.0,75-41,1.0,up 5.0,DeSclafani,Gomber,Littell,3:13,N,36126.0,.67,6.0
4002,"Saturday, Aug 14",SFG,Home,COL,L,1.0,4.0,9.0,75-42,1.0,up 4.0,Freeland,Leone,Bard,3:07,N,32282.0,.66,-1.0
4003,"Sunday, Aug 15",SFG,Home,COL,W,5.0,2.0,9.0,76-42,1.0,up 4.0,Wood,Gray,McGee,2:53,D,33337.0,.76,1.0
4004,"Monday, Aug 16",SFG,Home,NYM,W,7.0,5.0,9.0,77-42,1.0,up 4.0,Gausman,Castro,McGee,3:23,N,23511.0,.80,2.0
4005,"Tuesday, Aug 17",SFG,Home,NYM,W,3.0,2.0,9.0,78-42,1.0,up 4.0,Webb,Stroman,Leone,2:27,N,23610.0,.77,3.0
4006,"Wednesday, Aug 18",SFG,Home,NYM,L,2.0,6.0,12.0,78-43,1.0,up 3.0,Familia,Chatwood,None,4:02,D,25360.0,.73,-1.0
4007,"Friday, Aug 20",SFG,@,OAK,L,1.0,4.0,9.0,78-44,1.0,up 1.5,Kaprielian,Wood,Trivino,3:06,N,40133.0,.88,-2.0
4008,"Saturday, Aug 21",SFG,@,OAK,W,6.0,5.0,9.0,79-44,1.0,up 1.5,Rogers,Trivino,McGee,3:33,D,36230.0,.93,1.0
4009,"Sunday, Aug 22",SFG,@,OAK,W,2.0,1.0,9.0,80-44,1.0,up 2.5,Leone,Puk,McGee,3:10,D,30345.0,.98,2.0
4010,"Tuesday, Aug 24",SFG,@,NYM,W,8.0,0.0,9.0,81-44,1.0,up 2.5,Long,Megill,None,3:16,N,28558.0,.88,3.0
4011,"Wednesday, Aug 25",SFG,@,NYM,W,3.0,2.0,9.0,82-44,1.0,up 2.5,Watson,Walker,McGee,2:52,N,24384.0,.93,4.0
4012,"Thursday, Aug 26",SFG,@,NYM,W,3.0,2.0,9.0,83-44,1.0,up 2.5,Garcia,Lugo,Rogers,3:07,N,25000.0,.85,5.0
4013,"Friday, Aug 27",SFG,@,ATL,L,5.0,6.0,9.0,83-45,1.0,up 2.5,Minter,Watson,Smith,2:54,N,35586.0,.90,-1.0
4014,"Saturday, Aug 28",SFG,@,ATL,W,5.0,0.0,9.0,84-45,1.0,up 2.5,Webb,Ynoa,None,2:53,N,39558.0,.89,1.0
4015,"Sunday, Aug 29",SFG,@,ATL,L,0.0,9.0,9.0,84-46,1.0,up 2.5,Anderson,DeSclafani,None,3:15,D,28820.0,.91,-1.0
4016,"Monday, Aug 30",SFG,Home,MIL,L,1.0,3.0,9.0,84-47,1.0,up 1.5,Burnes,Alvarez,Hader,3:15,N,23154.0,.94,-2.0
4017,"Tuesday, Aug 31",SFG,Home,MIL,L,2.0,6.0,9.0,84-48,1.0,up 0.5,Woodruff,Cueto,None,3:10,N,20897.0,1.03,-3.0
4018,"Wednesday, Sep 1",SFG,Home,MIL,L,2.0,5.0,9.0,84-49,2.0,0.5,Norris,Leone,Hader,3:45,N,21189.0,1.17,-4.0
4019,"Thursday, Sep 2",SFG,Home,MIL,W,5.0,1.0,9.0,85-49,1.0,Tied,Rogers,Williams,None,2:31,D,21023.0,1.21,1.0
4020,"Friday, Sep 3",SFG,Home,LAD,W-wo,3.0,2.0,11.0,86-49,1.0,up 1.0,Garcia,Phillips,None,4:32,N,39338.0,2.32,2.0
4021,"Saturday, Sep 4",SFG,Home,LAD,L,1.0,6.0,9.0,86-50,1.0,Tied,Urias,Jackson,None,3:28,N,41146.0,2.36,-1.0
4022,"Sunday, Sep 5",SFG,Home,LAD,W,6.0,4.0,9.0,87-50,1.0,up 1.0,Littell,Buehler,None,3:22,D,41155.0,2.61,1.0
4023,"Monday, Sep 6",SFG,@,COL,W,10.0,5.0,9.0,88-50,1.0,up 1.0,Gausman,Freeland,None,3:27,D,27967.0,1.27,2.0
4024,"Tuesday, Sep 7",SFG,@,COL,W,12.0,3.0,9.0,89-50,1.0,up 1.0,Webb,Gonzalez,None,3:02,N,24387.0,1.30,3.0
4025,"Wednesday, Sep 8",SFG,@,COL,W,7.0,4.0,9.0,90-50,1.0,up 2.0,Rogers,Estevez,McGee,3:35,D,20358.0,1.36,4.0
4026,"Friday, Sep 10",SFG,@,CHC,W,6.0,1.0,9.0,91-50,1.0,up 2.5,Doval,Megill,None,3:04,D,29439.0,1.06,5.0
4048,"Thursday, Apr 1",STL,@,CIN,W,11.0,6.0,9.0,1-0,1.0,Tied,Gallegos,Castillo,None,3:31,D,12264.0,1.08,1.0
4049,"Saturday, Apr 3",STL,@,CIN,L,6.0,9.0,9.0,1-1,1.0,Tied,Mahle,Wainwright,None,3:24,D,12213.0,1.09,-1.0
4050,"Sunday, Apr 4",STL,@,CIN,L,1.0,12.0,9.0,1-2,3.0,1.0,Hoffman,Martinez,None,3:00,D,11629.0,1.08,-2.0
4051,"Monday, Apr 5",STL,@,MIA,W,4.0,1.0,9.0,2-2,3.0,1.0,Ponce de Leon,Rogers,Reyes,3:09,N,4605.0,.95,1.0
4052,"Tuesday, Apr 6",STL,@,MIA,W,4.0,2.0,9.0,3-2,2.0,1.0,Helsley,Alcantara,Reyes,3:43,N,4982.0,1.00,2.0
4053,"Wednesday, Apr 7",STL,@,MIA,W,7.0,0.0,9.0,4-2,2.0,1.0,Flaherty,Lopez,None,3:10,D,5244.0,1.04,3.0
4054,"Thursday, Apr 8",STL,Home,MIL,W,3.0,1.0,9.0,5-2,2.0,0.5,Gallegos,Rasmussen,Reyes,3:05,D,13328.0,1.15,4.0
4055,"Saturday, Apr 10",STL,Home,MIL,L,5.0,9.0,9.0,5-3,2.0,1.0,Houser,Martinez,None,3:43,D,13304.0,1.19,-1.0
4056,"Sunday, Apr 11",STL,Home,MIL,L,3.0,9.0,9.0,5-4,2.0,1.0,Anderson,Ponce de Leon,None,3:04,D,13176.0,1.18,-2.0
4057,"Monday, Apr 12",STL,Home,WSN,L,2.0,5.0,9.0,5-5,3.0,2.0,Finnegan,Gant,Hand,3:20,N,12894.0,.99,-3.0
4058,"Tuesday, Apr 13",STL,Home,WSN,W,14.0,3.0,9.0,6-5,2.0,1.0,Flaherty,Strasburg,None,3:24,N,12714.0,.94,1.0
4059,"Wednesday, Apr 14",STL,Home,WSN,L,0.0,6.0,9.0,6-6,3.0,1.0,Ross,Wainwright,None,3:11,D,13206.0,.99,-1.0
4060,"Friday, Apr 16",STL,@,PHI,L,2.0,9.0,9.0,6-7,3.0,2.0,Eflin,Martinez,None,2:34,N,10842.0,.97,-2.0
4061,"Saturday, Apr 17",STL,@,PHI,W,9.0,4.0,9.0,7-7,3.0,2.0,Helsley,Moore,None,3:54,D,10890.0,.96,1.0
4062,"Sunday, Apr 18",STL,@,PHI,L,0.0,2.0,9.0,7-8,3.0,2.0,Nola,Gant,None,2:34,D,10876.0,.98,-1.0
4063,"Monday, Apr 19",STL,@,WSN,W,12.0,5.0,9.0,8-8,3.0,1.5,Flaherty,Ross,None,3:11,N,7542.0,.96,1.0
4064,"Tuesday, Apr 20",STL,@,WSN,L,2.0,3.0,9.0,8-9,3.0,2.0,Hudson,Gallegos,Hand,2:51,N,8418.0,1.01,-1.0
4065,"Wednesday, Apr 21",STL,@,WSN,L,0.0,1.0,9.0,8-10,4.0,3.0,Scherzer,Martinez,Hand,3:01,D,7769.0,.92,-2.0
4066,"Friday, Apr 23",STL,Home,CIN,W,5.0,4.0,9.0,9-10,3.0,2.0,Kim,Gray,Reyes,3:15,N,13196.0,.99,1.0
4067,"Saturday, Apr 24",STL,Home,CIN,W,2.0,0.0,9.0,10-10,2.0,2.0,Gant,Miley,Gallegos,2:33,D,13176.0,1.09,2.0
4068,"Sunday, Apr 25",STL,Home,CIN,W,5.0,2.0,9.0,11-10,2.0,2.0,Flaherty,Castillo,Reyes,2:49,D,13348.0,1.12,3.0
4069,"Monday, Apr 26",STL,Home,PHI,L,1.0,2.0,9.0,11-11,2.0,2.0,Wheeler,Wainwright,Neris,2:22,N,12866.0,1.05,-1.0
4070,"Tuesday, Apr 27",STL,Home,PHI,W,5.0,2.0,9.0,12-11,2.0,2.0,Martinez,Eflin,Reyes,2:42,N,12895.0,.99,1.0
4071,"Wednesday, Apr 28",STL,Home,PHI,L,3.0,5.0,9.0,12-12,2.0,2.0,Kintzler,Cabrera,Neris,3:19,N,12701.0,1.02,-1.0
4072,"Thursday, Apr 29",STL,Home,PHI,W-wo,4.0,3.0,10.0,13-12,2.0,2.0,Reyes,Hale,None,3:10,D,13159.0,1.04,1.0
4073,"Friday, Apr 30",STL,@,PIT,W,7.0,3.0,9.0,14-12,2.0,2.0,Gant,Brubaker,None,3:19,N,5953.0,1.17,2.0
4074,"Saturday, May 1",STL,@,PIT,W,12.0,5.0,9.0,15-12,2.0,2.0,Flaherty,Cahill,None,3:43,N,7331.0,1.22,3.0
4075,"Sunday, May 2",STL,@,PIT,W,3.0,0.0,9.0,16-12,2.0,1.0,Martinez,Crowe,Reyes,2:41,D,7343.0,1.26,4.0
4076,"Monday, May 3",STL,Home,NYM,W,6.0,5.0,9.0,17-12,1.0,Tied,Wainwright,Lucchesi,Reyes,3:20,N,12686.0,1.21,5.0
4078,"Wednesday, May 5 (2)",STL,Home,NYM,L,2.0,7.0,7.0,18-13,1.0,up 1.0,Yamamoto,Oviedo,None,2:40,N,13187.0,1.27,-1.0
4079,"Thursday, May 6",STL,Home,NYM,L,1.0,4.0,9.0,18-14,1.0,up 1.0,Walker,Gant,Diaz,3:19,D,12939.0,1.25,-2.0
4080,"Friday, May 7",STL,Home,COL,W,5.0,0.0,9.0,19-14,1.0,up 2.0,Flaherty,Gomber,None,2:42,N,13435.0,1.19,1.0
4081,"Saturday, May 8",STL,Home,COL,W,9.0,8.0,9.0,20-14,1.0,up 2.0,Martinez,Gonzalez,Reyes,3:39,D,13390.0,1.22,2.0
4082,"Sunday, May 9",STL,Home,COL,W,2.0,0.0,9.0,21-14,1.0,up 2.0,Wainwright,Marquez,Helsley,2:48,D,13380.0,1.29,3.0
4083,"Tuesday, May 11",STL,@,MIL,W,6.0,1.0,11.0,22-14,1.0,up 3.0,Reyes,Boxberger,None,3:55,N,10595.0,1.50,4.0
4084,"Wednesday, May 12",STL,@,MIL,L,1.0,4.0,9.0,22-15,1.0,up 2.0,Williams,Helsley,Hader,3:07,N,10226.0,1.56,-1.0
4085,"Thursday, May 13",STL,@,MIL,W,2.0,0.0,9.0,23-15,1.0,up 3.0,Flaherty,Burnes,Reyes,3:31,D,10554.0,1.61,1.0
4086,"Friday, May 14",STL,@,SDP,L,4.0,5.0,9.0,23-16,1.0,up 3.0,Musgrove,Oviedo,Melancon,4:08,N,15250.0,1.32,-1.0
4087,"Saturday, May 15",STL,@,SDP,L,3.0,13.0,9.0,23-17,1.0,up 3.0,Diaz,Wainwright,None,3:31,N,15250.0,1.37,-2.0
4088,"Sunday, May 16",STL,@,SDP,L,3.0,5.0,9.0,23-18,1.0,up 2.0,Lamet,Kim,Melancon,3:32,D,15250.0,1.35,-3.0
4089,"Tuesday, May 18",STL,Home,PIT,W,5.0,2.0,9.0,24-18,1.0,up 2.5,Gant,Brubaker,Reyes,2:53,N,14005.0,1.40,1.0
4090,"Wednesday, May 19",STL,Home,PIT,W,8.0,5.0,9.0,25-18,1.0,up 3.5,Flaherty,Cahill,Reyes,3:46,N,14677.0,1.37,2.0
4091,"Friday, May 21",STL,Home,CHC,L,3.0,12.0,9.0,25-19,1.0,up 2.0,Hendricks,Helsley,None,3:17,N,24282.0,1.58,-1.0
4092,"Saturday, May 22",STL,Home,CHC,W,2.0,1.0,9.0,26-19,1.0,up 3.0,Cabrera,Alzolay,Reyes,2:47,N,26027.0,1.59,1.0
4093,"Sunday, May 23",STL,Home,CHC,L,1.0,2.0,10.0,26-20,1.0,up 2.0,Kimbrel,Reyes,None,3:38,N,24082.0,1.60,-1.0
4094,"Monday, May 24",STL,@,CHW,L,1.0,5.0,9.0,26-21,1.0,up 1.5,Lynn,Kim,None,3:14,N,14629.0,1.31,-2.0
4095,"Tuesday, May 25",STL,@,CHW,L,3.0,8.0,9.0,26-22,1.0,up 0.5,Giolito,Flaherty,Hendriks,3:23,N,16380.0,1.29,-3.0
4096,"Wednesday, May 26",STL,@,CHW,W,4.0,0.0,9.0,27-22,1.0,up 0.5,Gant,Rodon,None,3:19,D,14791.0,1.33,1.0
4097,"Thursday, May 27",STL,@,ARI,W,5.0,4.0,10.0,28-22,1.0,up 0.5,Reyes,Crichton,Ponce de Leon,3:28,N,8951.0,1.28,2.0
4098,"Friday, May 28",STL,@,ARI,W,8.0,6.0,9.0,29-22,1.0,up 0.5,Woodford,Bumgarner,Ponce de Leon,3:28,N,11581.0,1.33,3.0
4099,"Saturday, May 29",STL,@,ARI,W,7.0,4.0,9.0,30-22,1.0,up 0.5,Wainwright,Frankoff,Reyes,3:24,N,17834.0,1.34,4.0
4100,"Sunday, May 30",STL,@,ARI,L,2.0,9.0,9.0,30-23,1.0,up 0.5,Peacock,Kim,Smith,2:59,D,16681.0,1.30,-1.0
4101,"Monday, May 31",STL,@,LAD,L,4.0,9.0,9.0,30-24,2.0,0.5,Bauer,Helsley,None,3:17,N,18071.0,1.41,-2.0
4102,"Tuesday, Jun 1",STL,@,LAD,W,3.0,2.0,9.0,31-24,2.0,0.5,Gallegos,Treinen,Reyes,3:33,N,15683.0,1.37,1.0
4103,"Wednesday, Jun 2",STL,@,LAD,L,3.0,14.0,9.0,31-25,2.0,1.5,Buehler,Martinez,None,3:16,N,15889.0,1.39,-1.0
4104,"Thursday, Jun 3",STL,Home,CIN,L,2.0,4.0,9.0,31-26,2.0,1.5,Gutiérrez,Wainwright,Sims,3:07,N,15327.0,1.40,-2.0
4105,"Friday, Jun 4",STL,Home,CIN,L,4.0,6.0,9.0,31-27,3.0,1.5,Castillo,Kim,Feliz,3:26,N,22756.0,1.42,-3.0
4106,"Saturday, Jun 5",STL,Home,CIN,L,2.0,5.0,9.0,31-28,3.0,1.5,Mahle,Helsley,Sims,3:06,D,23365.0,1.35,-4.0
4107,"Sunday, Jun 6",STL,Home,CIN,L,7.0,8.0,9.0,31-29,3.0,2.5,Hembree,Reyes,Sims,3:50,D,21152.0,1.33,-5.0
4108,"Tuesday, Jun 8",STL,Home,CLE,L,1.0,10.0,9.0,31-30,3.0,3.5,Bieber,Martinez,None,3:10,N,16178.0,1.09,-6.0
4109,"Wednesday, Jun 9",STL,Home,CLE,W,8.0,2.0,9.0,32-30,3.0,3.0,Wainwright,Mejia,None,2:59,N,16331.0,1.04,1.0
4110,"Friday, Jun 11",STL,@,CHC,L,5.0,8.0,9.0,32-31,3.0,4.0,Nance,Cabrera,Kimbrel,3:04,D,35112.0,1.33,-1.0
4111,"Saturday, Jun 12",STL,@,CHC,L,2.0,7.0,9.0,32-32,3.0,5.0,Hendricks,Gant,Kimbrel,3:19,N,39095.0,1.19,-2.0
4112,"Sunday, Jun 13",STL,@,CHC,L,0.0,2.0,9.0,32-33,4.0,6.0,Davies,Martinez,Kimbrel,2:34,N,35225.0,1.08,-3.0
4113,"Monday, Jun 14",STL,Home,MIA,W,4.0,2.0,9.0,33-33,4.0,5.0,Gallegos,Floro,Reyes,3:02,N,24281.0,.79,1.0
4114,"Tuesday, Jun 15",STL,Home,MIA,W-wo,2.0,1.0,9.0,34-33,4.0,4.0,Reyes,Garcia,None,2:54,N,24736.0,.85,2.0
4115,"Wednesday, Jun 16",STL,Home,MIA,W-wo,1.0,0.0,9.0,35-33,4.0,3.0,Helsley,Alcantara,None,2:40,D,24682.0,.93,3.0
4116,"Thursday, Jun 17",STL,@,ATL,L,0.0,4.0,9.0,35-34,4.0,4.0,Morton,Gant,None,2:54,N,33412.0,1.01,-1.0
4117,"Friday, Jun 18",STL,@,ATL,L,1.0,9.0,9.0,35-35,4.0,4.0,Fried,Martinez,None,2:51,N,40377.0,1.00,-2.0
4118,"Sunday, Jun 20 (1)",STL,@,ATL,W,9.0,1.0,7.0,36-35,3.0,4.0,Wainwright,Wilson,None,2:16,D,33781.0,.98,1.0
4119,"Sunday, Jun 20 (2)",STL,@,ATL,L,0.0,1.0,7.0,36-36,3.0,4.0,Smyly,Kim,Smith,1:58,N,36977.0,1.02,-1.0
4120,"Tuesday, Jun 22",STL,@,DET,L,2.0,8.0,9.0,36-37,4.0,4.5,Funkhouser,Oviedo,None,3:13,N,13492.0,.99,-2.0
4121,"Wednesday, Jun 23",STL,@,DET,L,2.0,6.0,9.0,36-38,4.0,5.5,Manning,Gant,None,3:12,D,13263.0,.84,-3.0
4122,"Thursday, Jun 24",STL,Home,PIT,L,2.0,8.0,9.0,36-39,4.0,6.0,Kuhl,Martinez,None,3:10,N,33254.0,.73,-4.0
4123,"Friday, Jun 25",STL,Home,PIT,L,4.0,5.0,9.0,36-40,4.0,7.0,Crowe,Woodford,Rodriguez,3:46,N,34812.0,.64,-5.0
4124,"Saturday, Jun 26",STL,Home,PIT,W,3.0,1.0,9.0,37-40,4.0,7.0,Wainwright,Brubaker,Reyes,2:56,D,33058.0,.56,1.0
4125,"Sunday, Jun 27",STL,Home,PIT,L,2.0,7.0,9.0,37-41,4.0,8.0,Kranick,Oviedo,None,2:53,D,25163.0,.61,-1.0
4126,"Monday, Jun 28",STL,Home,ARI,W,7.0,1.0,9.0,38-41,4.0,8.0,Gallegos,Young,None,3:33,N,27175.0,.52,1.0
4127,"Tuesday, Jun 29",STL,Home,ARI,W,3.0,2.0,9.0,39-41,4.0,8.0,Martinez,Smith,Reyes,3:11,N,28740.0,.56,2.0
4128,"Wednesday, Jun 30",STL,Home,ARI,W,7.0,4.0,9.0,40-41,3.0,8.0,Kim,Smith,Reyes,3:20,D,27235.0,.62,3.0
4129,"Thursday, Jul 1",STL,@,COL,L-wo,2.0,5.0,9.0,40-42,4.0,9.0,Bard,Gallegos,None,2:47,N,30410.0,.69,-1.0
4130,"Friday, Jul 2",STL,@,COL,W,9.0,3.0,10.0,41-42,4.0,9.0,Reyes,Almonte,None,3:50,N,47224.0,.59,1.0
4131,"Saturday, Jul 3",STL,@,COL,L,2.0,3.0,9.0,41-43,4.0,10.0,Chacin,Cabrera,Bard,3:23,N,48182.0,.61,-1.0
4132,"Sunday, Jul 4",STL,@,COL,L-wo,2.0,3.0,9.0,41-44,4.0,10.0,Lawrence,Reyes,None,3:16,D,36891.0,.56,-2.0
4133,"Monday, Jul 5",STL,@,SFG,W,5.0,3.0,9.0,42-44,4.0,9.0,Kim,Gausman,None,3:04,D,32644.0,.51,1.0
4134,"Tuesday, Jul 6",STL,@,SFG,W,6.0,5.0,9.0,43-44,3.0,8.5,Wainwright,Cueto,Miller,3:28,N,18785.0,.63,2.0
4135,"Wednesday, Jul 7",STL,@,SFG,L,2.0,5.0,9.0,43-45,4.0,9.0,Wood,Oviedo,McGee,3:07,N,19067.0,.69,-1.0
4136,"Friday, Jul 9",STL,@,CHC,L,5.0,10.0,9.0,43-46,4.0,9.5,Hendricks,LeBlanc,None,3:57,D,36192.0,.62,-2.0
4137,"Saturday, Jul 10",STL,@,CHC,W,6.0,0.0,9.0,44-46,3.0,8.5,Kim,Davies,None,3:32,N,39368.0,.57,1.0
4138,"Friday, Jul 16",STL,Home,SFG,L,2.0,7.0,9.0,44-47,4.0,9.0,Jackson,Wainwright,None,3:22,N,33743.0,.63,-1.0
4139,"Saturday, Jul 17",STL,Home,SFG,W,3.0,1.0,9.0,45-47,4.0,9.0,Kim,DeSclafani,Reyes,2:36,N,40489.0,.51,1.0
4140,"Sunday, Jul 18",STL,Home,SFG,W,2.0,1.0,9.0,46-47,3.0,9.0,Cabrera,Brebbia,Reyes,3:02,D,29425.0,.52,2.0
4141,"Monday, Jul 19",STL,Home,CHC,W,8.0,3.0,9.0,47-47,3.0,8.5,Woodford,Mills,None,3:00,N,38199.0,.68,3.0
4142,"Tuesday, Jul 20",STL,Home,CHC,L,6.0,7.0,9.0,47-48,3.0,8.5,Maples,Reyes,Kimbrel,3:43,N,35402.0,.70,-1.0
4143,"Wednesday, Jul 21",STL,Home,CHC,W-wo,3.0,2.0,10.0,48-48,3.0,7.5,McFarland,Kimbrel,None,4:09,N,37008.0,.72,1.0
4144,"Thursday, Jul 22",STL,Home,CHC,W,3.0,2.0,9.0,49-48,3.0,7.0,Kim,Alzolay,Reyes,2:49,N,41412.0,.81,2.0
4145,"Friday, Jul 23",STL,@,CIN,L,5.0,6.0,9.0,49-49,3.0,8.0,Brach,Gallegos,Hembree,3:43,N,30605.0,.95,-1.0
4146,"Saturday, Jul 24",STL,@,CIN,L,3.0,5.0,9.0,49-50,3.0,9.0,Castillo,Woodford,Hembree,2:55,N,33489.0,.82,-2.0
4147,"Sunday, Jul 25",STL,@,CIN,W,10.0,6.0,9.0,50-50,3.0,8.0,Helsley,Gray,None,4:04,D,21947.0,.65,1.0
4148,"Tuesday, Jul 27",STL,@,CLE,W,4.0,2.0,9.0,51-50,3.0,8.0,Wainwright,Shaw,Reyes,2:51,N,19480.0,.76,2.0
4149,"Wednesday, Jul 28",STL,@,CLE,L,2.0,7.0,9.0,51-51,3.0,9.0,Plesac,Kim,None,3:08,D,19927.0,.74,-1.0
4150,"Friday, Jul 30",STL,Home,MIN,W,5.0,1.0,9.0,52-51,3.0,9.5,Helsley,Duffey,None,2:45,N,34036.0,.58,1.0
4151,"Saturday, Jul 31",STL,Home,MIN,L,1.0,8.0,9.0,52-52,3.0,9.5,Alcala,Woodford,None,2:58,N,33432.0,.64,-1.0
4152,"Sunday, Aug 1",STL,Home,MIN,W,7.0,3.0,9.0,53-52,3.0,9.5,Wainwright,Pineda,None,3:01,D,28975.0,.58,1.0
4153,"Tuesday, Aug 3",STL,Home,ATL,L,1.0,6.0,9.0,53-53,3.0,10.0,Fried,Lester,None,2:39,N,31509.0,.55,-1.0
4154,"Wednesday, Aug 4",STL,Home,ATL,L,4.0,7.0,9.0,53-54,3.0,11.0,Martin,Gallegos,Smith,3:28,N,32205.0,.50,-2.0
4155,"Thursday, Aug 5",STL,Home,ATL,L,4.0,8.0,9.0,53-55,3.0,11.5,Santana,Gallegos,None,3:30,N,30549.0,.41,-3.0
4156,"Friday, Aug 6",STL,Home,KCR,W,4.0,2.0,9.0,54-55,3.0,11.5,Wainwright,Minor,Reyes,2:49,N,29090.0,.29,1.0
4157,"Saturday, Aug 7",STL,Home,KCR,W,5.0,2.0,9.0,55-55,3.0,10.5,Garcia,Keller,Gallegos,3:07,N,36615.0,.33,2.0
